ANIO FISCAL;ACTIVIDAD ECONÓMICA;TOTAL GASTOS (798);TOTAL COSTOS (797);TOTAL IMPUESTO CAUSADO (839)
2013;C102006;12696653.51;67100660.8;1705802.8
2013;C102007;2455.69;166092.06;3234.87
2013;C102009;271779.66;478541.69;4203.09
2013;C102010;11259059.32;61434533.43;247469.24
2013;C103011;2171678.08;6185212.5;50887.44
2013;C103012;24068810.51;104445343.1;930064.77
2013;C103013;40394.19;266720.87;4091.52
2013;C103014;2140166.8;6930982.2;78397.18
2013;C103015;10775235.9;44313569.61;723428.84
2013;C103016;11420663.3;59667899.26;774590.02
2013;C103022;114932.6;162007.18;0
2013;C103023;2554765.11;10865558.27;176517.91
2013;C103030;377475.71;1598222.03;2053.56
2013;C104011;114597385.46;705261908.29;6867520.21
2013;C104012;149135.14;1714384.81;13333.58
2013;C104013;42789341.72;244830762.05;1642085.02
2013;C104014;28831698.94;186444499.4;1027368.41
2013;C104022;861446.6;4742091.68;183244.61
2013;C104023;0;0;0
2013;C104024;1578580.26;82612617.93;57492.45
2013;C104025;353205.41;2312750.4;6348.32
2013;C105001;52906437.74;208769718.27;4363578.3
2013;C105002;3495580.43;21755255.67;179093.22
2013;C105004;1079729.01;9637639.78;79224.92
2013;C105005;155344273.56;136839174.7;10278417.5
2013;C105006;8918826.05;53898465.7;488631.37
2013;C105009;9474593.06;34518314.03;268204.59
2013;C105010;41999.45;3521824.6;14173.44
2013;C106111;33166450;83457098.09;1287210.83
2013;C106112;10588531.01;95929466.99;905444.13
2013;C106113;3258025.83;10824369.32;191050.94
2013;C106121;2559442.71;5350337.23;162700.94
2013;C106122;19239494.33;92275301.84;809697.3
2013;C106123;127743.55;1170119.76;34394.58
2013;C106131;36330.19;0;0
2013;C106201;922319.16;1083531.99;14849.65
2013;C107101;46334036.75;128140098.01;5021016.74
2013;C107102;16337650.84;42792503.17;1384472.07
2013;C107109;900273.56;1829445.87;15083.16
2013;C107201;314805.33;1037161.49;12206.86
2013;C107202;45753118.04;253416103.36;6641118.11
2013;C107311;4393498.18;17087378.49;202063.19
2013;C107312;4159841.8;12368269.69;207723.16
2013;C107321;53249030.44;117485316.71;2563842.7
2013;C107322;90.69;0;0
2013;C107329;170689.6;148736.2;0
2013;C107330;247540.5;722212.31;7692.12
2013;C107401;9614896.3;49362880.51;650858.88
2013;C107501;405780.39;3466604.68;14922.13
2013;C107502;0;0;0
2013;C107503;431185.31;1690259.45;10032.12
2013;C107504;693460.83;3785482.59;186247
2013;C107509;329820.15;359759.69;4474.81
2013;C107911;19649267.06;214311383.23;1753587.95
2013;C107912;302718.14;805605.38;20773.81
2013;C107913;281212.97;452103.6;7976.51
2013;C107921;13570100.34;87555270.28;1852841.1
2013;C107922;0;0;0
2013;C107929;40520127.36;149253820.86;1797678.05
2013;C107931;796139.39;1488533.35;19054.37
2013;C107932;5123900.57;17199082.07;455006.35
2013;C107934;5056448.08;12370079.37;1731845.58
2013;C107935;7113075.42;17486576.86;522746.24
2013;C107940;4380921.15;22755210.68;244083.79
2013;C107991;10904434.91;27421825.72;1019484.2
2013;C107994;282320.54;481448.18;14379.54
2013;C107999;236999714.59;586466214.59;11980089.06
2013;C108001;475739.21;2161693.94;42398.02
2013;C108002;71250817.11;597158653.76;3296184.05
2013;C108003;408426.53;1703255.41;0
2013;C110101;29723163.86;75060406.58;1322423.66
2013;C110102;321214.52;1555363.25;48295.63
2013;C110103;7278384.97;23692701.31;1231164.11
2013;C110104;4574643.02;10008928.43;491970.43
2013;C110105;7054054.51;18334248.08;285660.36
2013;C110201;1777670.17;3236123.61;137707.73
2013;C110202;516718.46;235809.84;4231.05
2013;C110203;19314.35;0;0
2013;C110301;160147756;143107678.54;36550874.85
2013;C110401;127882698.02;314797987.23;7628771.32
2013;C110402;12913183.2;20384188.7;301930.8
2013;C110404;1411351.58;1862628.93;48420.01
2013;C120001;5572211.52;33317257.78;675092.25
2013;C131101;5238279.85;19548794.88;127567.19
2013;C131102;13962482.94;49067950.41;1119764.5
2013;C131201;6265619.07;39863111.21;1109300.42
2013;C131202;548706.2;5093682.27;51120.05
2013;C131203;34732.36;201753.35;5781.85
2013;C131209;857877.79;1021940.36;21470.07
2013;C131301;476294.59;596669.74;18547.59
2013;C131303;499425.84;1982084.13;41744.32
2013;C131304;733959.81;3011355.19;23756.07
2013;C139101;2361494.16;7627400.42;446659.22
2013;C139201;10747523.37;50316603.77;1310471.41
2013;C139202;4853924.91;17532546.52;535912.86
2013;C139203;2665905.15;26564713.2;734778.68
2013;C139205;194427.52;228330.45;0
2013;C139209;0;40619.71;0
2013;C139301;5711538.32;39139490.95;1352929.65
2013;C139401;2033956.48;6843179.28;135882.96
2013;C139402;1027221.51;2616402.51;88415.37
2013;C139901;1821747.6;1864203.81;82815.24
2013;C139903;94808.64;0;2998.95
2013;C139905;783865.6;6278809.97;27906.1
2013;C139906;16124136.35;80583817.33;2027165.17
2013;C139909;1238399.53;6062553.48;77571.96
2013;C141001;37246005.33;91852847.54;2021934.79
2013;C141002;31564598.67;74892316.19;1540806.94
2013;C141003;2004675.59;2780289.45;106226.73
2013;C141004;9008613.29;16159746.6;188882.46
2013;C141005;3721047.4;9340170.63;172826.33
2013;C141006;164425.53;92264.43;46862.56
2013;C141009;26719325.85;93213337.29;1859795.2
2013;C142001;2396313.67;13722607.39;186865.7
2013;C142002;232734.35;396815.49;8089.24
2013;C142004;506129.94;3079162.71;28007.15
2013;C143001;3164307.93;11821405.82;286078.51
2013;C143002;3343955.5;15434993.79;437884.2
2013;C151101;107310.79;774840.69;13356.63
2013;C151102;1838562.04;5932377.08;69318
2013;C151201;2531333.05;5509353.3;86625.43
2013;C151202;0;0;0
2013;C151209;652563.63;6653003.35;94615.62
2013;C152001;15077113.52;49597649.5;811839.49
2013;C152002;1143625.16;11161799.15;178794.13
2013;C161001;4354340.88;9664924.18;51563.29
2013;C161002;401313.87;1686720.12;7090.6
2013;C161003;36379.7;0;0
2013;C161009;304854.88;876027.71;12195.98
2013;C162101;32623920.85;166931173.23;7098428.35
2013;C162201;1171039.75;6704288.53;59603.27
2013;C162202;6830832.12;21335734.71;212226.6
2013;C162203;1194213.56;2171542.21;32962.89
2013;C162204;44982.17;264407.78;3510.79
2013;C162301;1013132.28;5100933.93;17367.91
2013;C162302;1098158.06;4337809.67;61426.45
2013;C162911;142699.65;605371.04;11901
2013;C162914;192265.14;541683.52;6649.78
2013;C162915;183668.92;246041.01;482.98
2013;C162918;741147.68;4522492.81;19651.64
2013;C162919;1710823.96;3434980.89;68963.42
2013;C162923;280313.36;992716.94;13448.77
2013;C170103;32519302.32;238728409.11;3654929.02
2013;C170110;172899.67;313232.06;8767.79
2013;C170112;380246.46;3194684.62;58947.7
2013;C170113;8200943.38;51325495.52;75588.57
2013;C170201;27548942.25;175959164.94;1038597.79
2013;C170202;15991699.48;111795834.67;266716.8
2013;C170203;11923908.58;87435347.83;1778235
2013;C170911;95166299.5;205024450.26;5706622.58
2013;C170912;566676.37;1831095.05;61123.55
2013;C170915;506385.44;2948491.72;41130.74
2013;C170921;85314;249832.18;3425.34
2013;C170923;2475318.14;12979211.92;257090.78
2013;C170924;5314582.98;21922444.15;651125.16
2013;C170925;4117284.57;24345084.94;413476.45
2013;C170929;8203185.97;28932566.38;680661.7
2013;C181101;28707442.5;29596171.26;400519.54
2013;C181102;3438984.87;8489314.39;95988.36
2013;C181104;20137793.87;27128152.42;767997.98
2013;C181106;957506.22;2597999.56;66174.33
2013;C181201;62967804.6;161795480.04;2506201.12
2013;C181202;545843.11;331911.42;17663.1
2013;C181205;78874.57;381702.67;1979.7
2013;C181209;832665.76;2072227.04;56806.4
2013;C182002;0;0;0
2013;C182003;3758370.69;3031267.43;116740.66
2013;C192001;1050172.83;578158.72;0
2013;C192002;22857698.25;155761331.38;3732634.09
2013;C192003;2795120.32;12981187.38;202187.05
2013;C192006;4704767.27;7613373.9;453951.82
2013;C192009;7826.33;0;0
2013;C201111;20165297.48;45134698.45;3491261.97
2013;C201112;460897.24;738816.84;7407.25
2013;C201113;3491734.69;5902121.48;156658.71
2013;C201119;2966861.91;8814537.67;96792.27
2013;C201121;753317.41;2447184.89;60651.79
2013;C201191;3016770.69;18750681.69;411226.21
2013;C201193;13141.03;92188.93;0
2013;C201198;20151052.61;57682362.78;1818396.06
2013;C201201;2505499.5;6928738.62;105214.84
2013;C201203;53750.37;99720.24;0
2013;C201204;9800.19;673009.24;7959.09
2013;C201311;60831390.87;382392550.73;7608852.71
2013;C201313;2887725.6;5560919.4;660615.87
2013;C201321;519205.26;785102.93;21279.28
2013;C201330;63936.84;0;7123.43
2013;C202101;1687714.45;1885525.81;84656.32
2013;C202102;354537.36;988863.42;10880.76
2013;C202103;5251233.89;16830929.38;317782.78
2013;C202109;11593202.61;39097941.68;695034.25
2013;C202201;53766220.35;169366177.09;5575763.05
2013;C202204;1374760.06;11778101.65;166035.21
2013;C202205;100557.67;230960.35;2156.25
2013;C202311;8260705.87;17021032.77;227924.73
2013;C202312;11787327.34;34911852.97;726645.28
2013;C202321;5167385.29;12518745.34;261592.98
2013;C202322;14715.03;3109.55;0
2013;C202331;180569480.91;179622651.07;10763225.14
2013;C202332;4418847.51;3969624.17;107916
2013;C202339;2019371.65;2327255.49;30079.37
2013;C202911;216710.95;230297.18;9331.51
2013;C202912;14053196.22;27603012.24;2932615.65
2013;C202913;14184212.44;69907129;1319507.41
2013;C202915;428468.31;456732.18;7655.11
2013;C202916;11175310.14;33400577.48;2181822.45
2013;C202920;249624.02;136701.27;5708.81
2013;C202991;4786064.76;23118169.59;2194798.29
2013;C202993;102885.28;211004.33;1445.79
2013;C202994;2635880.06;4506205.2;85999.59
2013;C210001;174216298.79;338645084.35;7403068.66
2013;C210004;1088.42;202525.1;312.96
2013;C210005;8197762.4;13549656.93;444850
2013;C210006;84786.41;454687.51;812.88
2013;C221101;26659271.62;160102819.46;3820682.33
2013;C221102;865970.94;2537506.33;20719.92
2013;C221103;3596297.95;13314628.49;342335.27
2013;C221901;78217.59;282910.42;9838.01
2013;C221903;12266.1;32012.82;40.18
2013;C221905;186098;287282.62;5252.04
2013;C221909;2953006.44;11512858.97;297532.04
2013;C222011;8401685.73;24503261.86;669130.46
2013;C222012;5852647.74;14330772.1;187684.98
2013;C222021;29746371.05;94037675.42;6500341.33
2013;C222022;479195.69;940091.14;19779.09
2013;C222023;880109.59;843939.94;21316.44
2013;C222024;84648584.62;339007470.27;6803525.91
2013;C222091;35701570.6;184050651.81;3817275.09
2013;C222092;368014.79;2053285.75;70749.72
2013;C222093;1914301.04;6729949.79;146213.42
2013;C222094;733148.15;1358662.92;21028.37
2013;C222095;126951;118165.77;4056.96
2013;C222096;109061.69;425959.04;6316.5
2013;C222097;17856.95;0;0
2013;C222099;363062.04;781715.26;14530.83
2013;C231011;9408354.65;22345769.07;677625.55
2013;C231012;569468.97;839237.96;3952.9
2013;C231013;327887.29;665789.84;3806.68
2013;C231021;4327940.98;32197038.96;3208457.2
2013;C231022;62536.88;69635.3;0
2013;C231023;962931.98;3736979.09;165863.37
2013;C231024;121152.74;486651.15;16434.93
2013;C231027;785387.78;2979841.96;37997.14
2013;C231029;88150.53;178216.83;2196.97
2013;C239101;14927947.15;50933691.39;795226.91
2013;C239109;317682.38;401434.81;2256.62
2013;C239201;5789365.51;18281556.77;472185.46
2013;C239202;39444422.12;92973905.32;5115492.25
2013;C239203;11266106.83;49836407.64;726653.77
2013;C239302;1091130.72;736347.12;9318.11
2013;C239303;886499.28;4321054.99;117881.72
2013;C239304;279047.19;237802.72;4792.84
2013;C239401;108970114.92;461962731.76;45140037.48
2013;C239402;1139197.23;2634506.11;56656.43
2013;C239501;24946860.32;91830156.54;2507844.33
2013;C239502;1857569.96;596553.24;28131.7
2013;C239503;2911873.89;7421199.86;226371.6
2013;C239504;27311911.15;67409118.42;2318197.81
2013;C239506;2279547.75;12633984.29;96096.57
2013;C239509;1778.7;29462.21;335.86
2013;C239601;4574732.48;3005281.84;145960.66
2013;C239901;159130.41;461395.19;16577.88
2013;C239902;404061.75;2268112.76;24634.89
2013;C239904;8734461.69;20469068.34;751101.93
2013;C239906;74026.07;29314.52;2874.29
2013;C239907;109991.89;137946.03;2547.46
2013;C241011;41426795.96;195505307.99;4252976.56
2013;C241013;121826794.13;634906325.25;12351710.53
2013;C241021;4843940.85;40144768.34;746782.94
2013;C241023;223513.52;0;5954.35
2013;C241024;4559915.25;617756.83;99904.26
2013;C241025;772911.57;2010912.58;151773.3
2013;C241029;6158526.49;34590163.07;578801.22
2013;C241030;2768.04;181159.26;5113.13
2013;C242011;1643266.5;741619.14;36736.67
2013;C242013;1105.15;118396.21;0
2013;C242021;125512.91;0;0
2013;C242022;373641.43;217944.18;57062.75
2013;C242023;3171727.33;46067366.87;206384.77
2013;C242024;1030211.89;3550608.36;104975.52
2013;C242025;19477636.96;81183351.26;1405302.73
2013;C242026;494535.93;2031498.56;32682.28
2013;C243101;222935.68;750060.95;9134.14
2013;C243102;1386777.29;1645054.34;12764.43
2013;C243103;86766.31;280948.38;0
2013;C243201;497201.88;679590.9;0
2013;C243202;41902.47;0;0
2013;C251101;7773370.26;31578676.79;799535.08
2013;C251102;56598.55;20183.62;875.92
2013;C251103;8600523.91;25919173;468380.13
2013;C251104;97535.17;906247.41;26760.37
2013;C251105;16422687.07;87808214.02;2643189.33
2013;C251201;3457855.73;19892830.15;173944.31
2013;C251202;510340.25;4247857.33;280577.78
2013;C251203;366135.79;1047347.61;27260.6
2013;C251204;682863.94;1967299.18;45907.54
2013;C251301;611562.46;1901204.75;22964.69
2013;C251303;37606.55;114461.64;193.92
2013;C251304;12005.13;0;0
2013;C252002;1234056.8;5291024.67;127940.46
2013;C252005;0;0;0
2013;C259100;23294520.2;144526348.27;2722869.51
2013;C259201;4385688.81;12028225.44;268470.25
2013;C259202;748489.11;1852847.47;55093.37
2013;C259203;2149577.85;1500161;15007.3
2013;C259204;608708.43;3003489.63;48840.54
2013;C259311;2861722.16;11759632.09;677045.32
2013;C259312;0;0;0
2013;C259321;31167.12;47059.5;188.57
2013;C259323;10339.72;9425.82;0
2013;C259325;2331597.03;5216366.71;103402.61
2013;C259326;384983.08;1647139.29;14311.35
2013;C259911;11938083.24;54190521.73;1263960.83
2013;C259912;17247877.64;110840446.94;2066388.11
2013;C259913;25059.42;648587.82;2573.25
2013;C259915;1214961.82;2985507.33;45980.6
2013;C259916;843839.12;1944665.04;48734.06
2013;C259918;11507.66;8644.57;20.9
2013;C259921;1283288.29;4376144.38;80653
2013;C259922;70088.52;897467.07;0
2013;C259930;353756.86;2511698.32;31363.44
2013;C259993;808122.39;1641735.27;20279.26
2013;C259995;352504.89;0;2586.69
2013;C259996;224907.55;181480.35;4192.89
2013;C259999;1536209.64;3346250.42;17848.64
2013;C261011;0;0;0
2013;C261091;2273500.43;0;28514.63
2013;C261099;92919.97;29524.96;0
2013;C262001;573430.48;1957644.45;43967.42
2013;C262006;8056.42;0;0
2013;C263002;0;0;0
2013;C263004;1558.52;0;0
2013;C263005;0;0;0
2013;C263006;1938425.53;1589684.85;68376.37
2013;C263009;1672077.85;7016694.62;77524.66
2013;C264001;983841.33;4180413.98;115706.93
2013;C264002;4565792.85;47288158.48;129851.12
2013;C264003;417072.34;7753419.9;38207.49
2013;C264004;12885.34;2605.24;0
2013;C264005;1477989.48;5656534.12;120062.62
2013;C264006;0;0;0
2013;C264008;0;0;0
2013;C264009;9.65;0;0
2013;C265115;312308.51;219728.31;17997.07
2013;C265117;5316.76;0;0
2013;C265118;9615.74;24080.18;87.36
2013;C265121;79852.21;858752.52;9978.11
2013;C265122;756630.47;0;10717.51
2013;C265128;0;0;0
2013;C265129;310599.83;710314.28;21115.38
2013;C265130;848823.12;2796033.75;42428.61
2013;C265131;26689.32;9583.21;2349.51
2013;C265139;0;0;0
2013;C265140;167069.35;150670.91;13700.21
2013;C265203;111264.84;65034.54;0
2013;C266001;0;0;0
2013;C266002;1282.47;891.67;35.95
2013;C267011;493941.18;395488.33;12756.34
2013;C267015;404879.9;232728.74;3749.57
2013;C267024;363857.69;520285.65;8177.59
2013;C267025;72489.41;473878.53;0
2013;C267030;115270.86;111390.98;899.89
2013;C271011;3146714.11;21186588.37;625228.88
2013;C271013;1924929.69;6946648.28;153925.12
2013;C271015;109079.02;113487.71;0
2013;C271022;2551938.56;14819206.65;261538.41
2013;C271024;5129960.44;24744320.56;638020.82
2013;C271030;16446138.22;72603989.33;892776.1
2013;C272001;5686379.63;21374072.82;535400.75
2013;C272002;154113.5;1130286.86;1971.85
2013;C273101;2577783.87;26730677.57;0
2013;C273201;10507837.37;64946490.55;876034.65
2013;C273301;7062628.99;55107438.34;392648.85
2013;C273303;0;0;0
2013;C273309;111255.1;0;372.89
2013;C274002;2890705.96;6901813.7;485872.57
2013;C274004;733551.75;1183752.35;8134.83
2013;C274006;2981818.23;5370789.75;164754.92
2013;C274007;0;0;0
2013;C275002;65286148.1;272007556.24;5107257.69
2013;C275003;564216.08;8936873.98;56213.23
2013;C279011;74221.06;171349;49.76
2013;C279012;193997.23;796030.42;4873.16
2013;C279013;83394.66;240803.71;290.09
2013;C279015;1342313.13;3132752.78;60242.77
2013;C279019;485983.45;2358817.1;54125.14
2013;C281101;205.02;139105.82;592.66
2013;C281103;225568.11;541006.54;9384.52
2013;C281104;5249507.26;7415704.04;471724.94
2013;C281105;34363.82;410355.41;1456.53
2013;C281201;144642.62;1430986.42;13705.7
2013;C281202;1546173.34;1500686.29;103703.42
2013;C281302;927302.84;3716432.14;94742.1
2013;C281303;15623034.05;45469983.66;1703055.43
2013;C281402;713790.01;486662.93;2076.05
2013;C281501;2128023.91;7561355.92;484870.49
2013;C281503;291714.3;147166.47;0
2013;C281504;205665.29;331805.34;3475.62
2013;C281601;1065844.84;3493828.93;99872.6
2013;C281602;397583.7;723891.86;32887.3
2013;C281604;350231.31;157889.15;1645.02
2013;C281709;0;0;0
2013;C281801;301703.87;955671.3;29277.84
2013;C281803;1433618.96;2269946.05;67014.58
2013;C281804;413287.68;1651311.13;8022.34
2013;C281807;24279.19;143134.13;0
2013;C281911;2548831.05;10791320.97;307646.21
2013;C281912;256494.79;624679.87;18816.48
2013;C281913;688674.39;3668505.4;41487.67
2013;C281914;7192461.83;15455358.47;379897.15
2013;C281921;114207.58;172969.23;4480.5
2013;C281922;553996.72;2177070.43;46251.29
2013;C281925;906460.69;1201284.69;76169.1
2013;C281930;38522413.88;75224176.37;2083031.24
2013;C281931;3612888.73;10481914.04;222128.22
2013;C281932;1421054.21;5866654.02;79365.08
2013;C281996;2320818.46;13290843.83;145558.21
2013;C281997;2780397.65;17127233.84;270238.65
2013;C281998;3412.22;262720.53;0
2013;C282101;386545.04;1260830.91;31697.68
2013;C282102;5743.61;210982.57;1738.7
2013;C282104;0;0;0
2013;C282105;733992.46;2107309.41;42478.53
2013;C282106;0;0;0
2013;C282107;864471.01;2742826.24;167883.53
2013;C282110;8574.16;40171.41;123.51
2013;C282111;0;0;0
2013;C282112;66760.34;1607.87;0
2013;C282114;426.53;0;88.89
2013;C282201;82250.66;869352.56;118788.54
2013;C282204;16969;0;0
2013;C282205;111390.06;143924.99;0
2013;C282302;0;0;0
2013;C282303;88137.22;129838.74;3694.11
2013;C282403;0;0;0
2013;C282404;3631577.43;14412118.39;822355.97
2013;C282405;0;0;0
2013;C282406;377925.29;74432.79;14454.74
2013;C282501;0;0;0
2013;C282502;40146.04;5035.59;4154.13
2013;C282505;76739.21;135817.75;2523.16
2013;C282506;0;0;0
2013;C282508;298194.68;672590.07;17975.84
2013;C282509;43229.36;16633.52;1876.96
2013;C282611;642.87;0;0
2013;C282613;40777.43;257243.55;3474.69
2013;C282616;0;0;0
2013;C282630;49852.74;391530.55;19539.13
2013;C282911;330394.58;114676.55;3707.56
2013;C282912;13249.23;235156.38;1841.86
2013;C282920;2539763.74;852875.29;67954.49
2013;C282991;32723.07;57631.34;284.48
2013;C282997;133506.44;136155.65;0
2013;C282998;2199518.52;3701037.86;32220.57
2013;C282999;20351.73;0;1203.85
2013;C291001;90715100.07;1187651706.34;18485869.73
2013;C291003;0;0;0
2013;C291004;312553.85;6869189.36;1106.42
2013;C291005;393403.31;1244769.11;16665.09
2013;C291006;89483.85;178093.97;6218.71
2013;C292001;6207587.98;35302002.87;567805.59
2013;C292002;55977.38;90289.87;3609.41
2013;C292003;44987.63;939479.9;4020.99
2013;C292004;6152815.16;17334512.86;512916.14
2013;C293001;10904.18;41847.58;142.62
2013;C293009;14180549.77;113988424.29;1553417.25
2013;C301101;1646219.95;149485.98;30179.46
2013;C301102;4063111.7;29105910.11;1147598.23
2013;C301103;425251.89;2156378.08;24955.74
2013;C301104;3308285.28;9485315.73;212531.08
2013;C301105;5733339.92;9824522.7;369961.31
2013;C301201;336952.03;305082.7;10882.15
2013;C301203;46768.18;93109.15;4084.39
2013;C301209;139776.16;216573.35;3833.99
2013;C302001;420885.43;3200889.3;303628.46
2013;C302003;1015835.58;4800169.7;233854.5
2013;C302004;12.65;0;0
2013;C302005;3380148.58;6953504.72;151968.17
2013;C303001;14400.74;1720.17;163.18
2013;C303002;47581.2;0;0
2013;C303004;0;0;0
2013;C303005;2222008.35;7647263.84;24990.25
2013;C309101;6501207.05;35199602.01;285791.89
2013;C309201;332954.73;720048.57;8411.13
2013;C309901;18508.27;99276.78;287.61
2013;C310001;22298343.99;71859353.13;898795.74
2013;C310002;9761494.06;23778391.09;403292.01
2013;C310003;125694.68;358694.45;246.54
2013;C310004;456413.16;3150401.89;37976.9
2013;C310005;22227266.24;100278028.66;3081247.41
2013;C310006;165130.89;661611.76;16873.76
2013;C310007;0;0;0
2013;C310008;2186083.41;5956208.84;90723.97
2013;C321101;91872.42;74235.32;3787.26
2013;C321102;1030141.91;1082872.04;24119.51
2013;C321103;440411.78;806422.72;8576.89
2013;C321107;209086.3;469739.2;13048.23
2013;C321108;142626.35;136959.73;4330.36
2013;C321109;17639.02;181618.05;164.58
2013;C321201;8530.23;2773.15;109.17
2013;C322009;54338.06;78767.65;2295.3
2013;C323001;189763.32;288022.34;17893.15
2013;C324003;484085.75;0;17050.31
2013;C324009;3835982.99;3803449.56;32825.04
2013;C325012;0;35094.43;0
2013;C325013;397515.41;1594625.57;19239.59
2013;C325014;1258694.24;1930389.4;30370.23
2013;C325015;146450.73;208610.74;213.76
2013;C325016;5973328.88;5420336.03;188332.35
2013;C325024;978013.92;1336560.74;50239.94
2013;C325030;5618437.99;6643350.47;404539.11
2013;C329011;97858.67;108479.31;675.59
2013;C329013;290444.75;514489.86;0
2013;C329021;178422.41;329484.69;19071.74
2013;C329026;373663.31;2610758.46;0
2013;C329031;0;0;0
2013;C329032;976879.66;3863031.11;98183.58
2013;C329034;14794.41;3465.45;206.6
2013;C329035;1462414.04;5233330.51;134548.04
2013;C329039;340080.44;3354696.26;12747.46
2013;C329040;323634.54;941943.7;0
2013;C331101;9728360.91;529049.57;275745.7
2013;C331102;376036.95;4023889.52;2315.54
2013;C331103;1544603.2;5642771.61;78824.1
2013;C331211;0;0;0
2013;C331212;2871405.28;4814490.96;403111.19
2013;C331213;914.77;0;332.79
2013;C331214;310504.95;2750128.5;17785.87
2013;C331216;20224296.58;54382107.56;1931108.44
2013;C331217;622969.29;742176.23;8124.66
2013;C331291;724761.29;1522038.05;16189.77
2013;C331292;246147.36;0;3002.75
2013;C331293;634500.69;1144728.57;14575.91
2013;C331299;1903767.3;1792919.7;85883.4
2013;C331301;2120925.03;1004673.8;59710.41
2013;C331302;1618622.95;2453402.08;35372.72
2013;C331303;228335.22;84315.35;15970.19
2013;C331401;1319913.48;3401267.32;73738.24
2013;C331402;30390.12;830;61.02
2013;C331403;103007;606365.88;17373.7
2013;C331409;8361377.8;15578340.32;117454.76
2013;C331501;9632.2;0;85.77
2013;C331502;221658.52;678036.54;21019.7
2013;C331504;95669.48;102984.19;4460.33
2013;C331505;180634.32;0;3023.31
2013;C332001;3443940.44;14918024.75;269117.63
2013;C332009;44594.86;187413.19;714.56
2013;D351001;411166204.53;940610046.68;7774891.98
2013;D351002;228306076.78;368489951.45;93870.44
2013;D351003;78326398.55;639111802.56;78.07
2013;D352003;1880141.28;787354.96;61004.63
2013;D353001;688193.79;1330844.9;101868.85
2013;D353002;0;0;0
2013;E360001;176364604.54;132325395.93;5705792.32
2013;E360003;15787.61;1860.19;0
2013;E370000;27084292.6;14364817;667953.93
2013;E381100;104560441.15;90343476.68;1949300.36
2013;E381200;5479408.19;12259560.28;331452.81
2013;E382101;87530.51;75691.53;539.46
2013;E382200;4142813.28;5663886.71;302009.77
2013;E383001;26520585.55;42904570.69;994933.62
2013;E383002;310992.35;1493043.09;4595.75
2013;E390002;375682.35;7561.98;8945.87
2013;E390009;783896.15;1396608.78;62424.75
2013;F410010;536241393.21;1983096216.53;41507352.83
2013;F410020;44010747.41;157216566.5;3252649.27
2013;F410030;294208.13;2077186.08;30153.95
2013;F421011;294220153.1;1179038977.78;41532448.59
2013;F421012;3988488.74;55269936.12;37596.32
2013;F421020;13181443.67;4721729.16;567967.63
2013;F421031;24967510.39;143406458.5;1037980.82
2013;F421032;2445171.47;10554635.43;361857
2013;F422011;47159470.49;656353949.65;5184372.66
2013;F422012;2827483.78;5870722.94;159787.37
2013;F422020;26611403.62;201597264.65;1261423.47
2013;F429011;68179.75;188454.79;10814.96
2013;F429012;215776.97;193369.42;11443.23
2013;F429091;7568285.37;92637619.25;1130713.44
2013;F429092;769987.32;4645826.61;36279.94
2013;F431100;0;0;3068.54
2013;F431201;472914.43;3143616.91;6900.47
2013;F431202;4978854.48;6224407.7;277507.8
2013;F431203;1050654.76;4139972.46;103535.98
2013;F431205;3868291.6;11644741.72;193534.93
2013;F432101;143014660.15;203537547.16;6922304.76
2013;F432102;32595123.39;63687344.29;1455075.81
2013;F432103;2842638.3;4203481.23;95976.64
2013;F432201;2717110.01;9932259.01;219340.08
2013;F432202;5599350.52;12942656.35;581605.92
2013;F432204;1409467.16;2806326.37;604715.12
2013;F432901;1809143.63;4731322.55;114485.76
2013;F432902;0;0;0
2013;F432904;278079.85;487891.25;11974.62
2013;F433010;0;0;0
2013;F433020;3328719.45;14254438.58;135123.1
2013;F433031;634743.19;3243649.46;47596.44
2013;F433041;557517.65;3142984.1;64448.5
2013;F433042;63525.99;472540.59;1656.78
2013;F433091;618821.35;3240058.92;68765.22
2013;F433099;188481.02;278497.73;2818.2
2013;F439011;2284422.53;12219574.41;296035.63
2013;F439012;223436.24;575369.86;4489.69
2013;F439013;1610080.25;6857630.84;118385.59
2013;F439016;100480.49;106793.86;3483.33
2013;F439020;26178585.04;35176664.58;1190858.09
2013;F439091;26681.1;90989.71;3152.4
2013;F439092;39404.57;120501.55;0
2013;F439093;18626.06;29860.61;575.44
2013;G451001;548816771.32;4221015087.15;52473749.5
2013;G451002;73529.37;17494.69;4005.16
2013;G452001;107515790.65;360723011.23;6650277.14
2013;G452002;931655.99;3582501.35;39818.03
2013;G452003;6559007.53;15941624.61;195094.46
2013;G453000;321353680.92;1164121926.23;16002725.71
2013;G454001;43389671.77;197458643.06;2374243
2013;G454002;4942020.25;15257414.1;252271.43
2013;G454003;208984;304242.71;1649.6
2013;G461001;1652552.05;4473960.09;69580.44
2013;G461002;16150586.92;78540399.52;598620.79
2013;G461003;283345.59;2170823.04;13116.38
2013;G461004;2396995.89;11275803.78;226742.93
2013;G461006;0;0;0
2013;G461007;12565.87;0;537.81
2013;G461008;153940.77;0;811.31
2013;G461009;1254315.33;4535630.81;22302.9
2013;G462011;22601758.12;179436573.17;960503.21
2013;G462012;974517.77;29714057.39;216825.9
2013;G462013;224396.4;504585.74;2785.73
2013;G462014;2376229.96;8723126.31;173306.21
