ANIO FISCAL;ACTIVIDAD ECONÓMICA;TOTAL GASTOS (798);TOTAL COSTOS (797);TOTAL IMPUESTO CAUSADO (839)
2011;E390002;41285;2668.16;1058.88
2011;E390009;1059135.68;0;1409.63
2011;F410010;367569848.34;1047489123.93;23780350.33
2011;F410020;25704533.99;76864445.26;1482517.21
2011;F410030;267980.02;1990750.26;6285.85
2011;F421011;185819894.72;771559517.67;21799884.37
2011;F421012;1526067.95;302197.57;13834.27
2011;F421020;24235149.11;7019415.43;376781.68
2011;F421031;157364841.84;408045465.91;8475461.63
2011;F421032;23052.32;282874.69;169.69
2011;F422011;56279978.48;247716942.89;1446804.2
2011;F422012;5310757.39;8447410.11;207952.01
2011;F422020;13248427.56;48151209.91;507234.59
2011;F429011;30947.59;322021.66;11575.14
2011;F429012;134839.53;86000;1528.07
2011;F429091;113185108.07;14066603.15;986819.89
2011;F429092;1640574.44;1726562.81;18216.45
2011;F431201;226792.24;622988.55;9442.91
2011;F431202;4227575.07;5109288.29;155698.93
2011;F431203;614792.32;4040026.43;118607.7
2011;F431205;3282776.99;12163554.09;261479.37
2011;F432101;130847040.58;124647734.51;4984264.49
2011;F432102;79545428.82;47524770.08;2581926.24
2011;F432103;2129901.46;5410446.36;128423.14
2011;F432201;1536436.75;5712964.31;161007.69
2011;F432202;4817083.24;10633619.04;271432.01
2011;F432204;194964.87;674116.96;15481.1
2011;F432901;1161572.31;2397767.39;56937.3
2011;F432904;206896.39;415518.83;6723.22
2011;F433020;2268899.45;10159611.29;108453.64
2011;F433031;425155.36;1088177.56;23563.86
2011;F433041;521610.43;444102.21;61807.12
2011;F433042;111886.04;412877.63;5358.87
2011;F433091;508366.42;930050.69;32857.28
2011;F433099;195003.43;166437.07;3523.28
2011;F439011;3059992.85;23925449.16;191362.08
2011;F439012;144224.12;459781;4492.66
2011;F439013;1534098.55;5708533.46;89965.38
2011;F439016;82489.97;243784.17;4613.51
2011;F439020;13175565.19;24306592.95;740696.53
2011;F439091;155770.99;383853.28;11761.86
2011;F439092;0;160119.21;657.31
2011;G451001;488135787.98;3708357477.99;50802732.46
2011;G451002;34026.07;0;2393.77
2011;G452001;91782631.12;339251075.23;5888413.91
2011;G452002;697463.96;3276634.08;31459.43
2011;G452003;5495349.4;13711574.78;170546.25
2011;G453000;264509145.3;1083417820.56;14384099.3
2011;G454001;28985128.38;63739051.48;1108611.15
2011;G454002;2750719.91;13080785.76;177975.91
2011;G454003;36652.4;189413.37;2411.84
2011;G461001;1300323.86;6213748.32;30626.4
2011;G461002;14934516.27;54712191.2;553108.74
2011;G461003;638914.67;3383509.25;31178.82
2011;G461004;1180393.27;4362195.64;69279.62
2011;G461007;9753.4;0;131.39
2011;G461009;683763.12;1345133.24;23939.91
2011;G462011;17451086.86;180989418.86;639002.73
2011;G462012;220750.21;3823671.93;28284.07
2011;G462013;167135.43;332350.43;5668.41
2011;G462014;2179686.69;6325960.53;217657.02
2011;G462015;26042057.37;73516716.07;519322.02
2011;G462019;58264303.42;417717092.77;2770577.22
2011;G462021;1438834.33;9197779.94;41836.97
2011;G462022;1431425.89;12089010.66;74698.54
2011;G463011;81869940.82;901039602.86;4689574.42
2011;G463012;83748475.22;893595160.92;2723927.79
2011;G463013;445055.94;2762883.38;10687.09
2011;G463014;27720045.86;328786695.82;1287534.86
2011;G463021;69671686.53;153862153.5;760226.99
2011;G463022;7601456.65;111681010.45;1685601.43
2011;G463023;0;0;0
2011;G463031;15264076.84;120393470.44;654693.98
2011;G463032;18848883.86;298986982.99;1213581.22
2011;G463033;10394727.55;59638302.25;388312.53
2011;G463091;883144.06;2470859.89;15969.07
2011;G463092;44583176.52;152183031.36;4739782.96
2011;G463093;6219085.8;18651267.24;337677.14
2011;G463094;162485242.4;299902945.92;8524687.13
2011;G463095;50097871.02;285255911.59;2372935.42
2011;G463096;18254688.31;79555024.58;918783.86
2011;G463097;3557316.89;11466858.91;318332.1
2011;G463099;9490939.76;35685702.71;462525.53
2011;G464111;58554507.13;273681957.76;3105237.46
2011;G464112;298967.49;462354.36;227.23
2011;G464113;1173420.45;4584130.88;43657.22
2011;G464121;86389004.5;180639194.42;4346782.05
2011;G464122;3346548.26;3720811.83;77664.84
2011;G464123;69218.81;308476.99;6053.4
2011;G464124;62722034.5;265620130.58;2870674.76
2011;G464131;25534776.82;71572742.7;1166972.33
2011;G464132;3495636.83;17396505.12;209159.19
2011;G464133;1426440;5300637.33;89145.6
2011;G464911;196189691.4;542842367.62;9771129.69
2011;G464912;18692836.73;23566395.7;579584.35
2011;G464913;12813600.77;26111596.76;506101.06
2011;G464914;11346131.79;42396287.73;1265159.35
2011;G464915;0;0;0
2011;G464921;102755890.45;170311532.33;6065951.34
2011;G464922;624034599.8;1755832433.79;22013683.98
2011;G464923;11284631.16;15302655.39;1113264.93
2011;G464924;93795317.21;279523252.29;5371995.95
2011;G464991;8831501.99;43003800.53;393795.81
2011;G464992;67772912.84;135866696.71;5255113.33
2011;G464993;66626475.29;152213399.61;2245498.81
2011;G464995;36737725.52;163659503.17;3121614.68
2011;G464996;57247162.41;194690949.21;6952443.59
2011;G464997;11978300.25;14627378.45;305776.65
2011;G464998;83070.39;518879.89;6202.44
2011;G464999;5224330.18;18423007.78;335500.16
2011;G465101;146369882.49;809581906.37;9570509.95
2011;G465102;2197215.79;7086367.93;72767.53
2011;G465201;242485.85;826192.41;4010.74
2011;G465202;125600267.28;537719621.29;6759414.17
2011;G465301;30445959.38;100202788.76;1419594.75
2011;G465911;586772.2;2573422.74;48902.9
2011;G465912;3380851.45;6532571.1;153547.8
2011;G465921;9378109.36;36499213.15;517829.33
2011;G465922;57962488.9;213256213.49;4270814.82
2011;G465923;32063103.97;74850129.52;1863017.36
2011;G465924;2014889.11;4889356.83;79845.71
2011;G465991;7305306.62;18730641.52;499614.78
2011;G465992;2320894.28;5743705.55;182728.71
2011;G465993;52687179.02;221805650.62;4078245.52
2011;G465994;87214915.15;190206014.11;6476293.23
2011;G465995;39044771.25;92318321.06;2102975.29
2011;G465996;9663096.16;28020646.11;583721.89
2011;G465997;60196.5;27642.9;426.65
2011;G465998;15521199.82;34975941.26;696396.34
2011;G465999;10035254.17;22602667.48;543469.85
2011;G466101;18770667.49;303316664.17;1064909.28
2011;G466103;374783629.18;9155836218.6;1512496948.52
2011;G466104;977423.26;2863855.69;17607.32
2011;G466201;25607691.91;153359013.78;1538366.27
2011;G466202;706620.48;5511416.77;55484.16
2011;G466203;5130660.54;7775228.29;185190.88
2011;G466204;25124126.42;137232749.96;3645087.79
2011;G466311;31171188.69;141464591.94;1662587.94
2011;G466312;10789593.02;39296612.78;667248.96
2011;G466313;151660554.9;849154760.6;6162179.04
2011;G466314;824512.09;2393551.82;22440.61
2011;G466315;7380185.06;32815978.5;366320.76
2011;G466321;126082054.55;666460205.76;11555802.71
2011;G466322;366477.32;85154.55;3435.39
2011;G466323;2290744.78;14746915.38;195675.27
2011;G466324;32272507.74;168072595.09;2566623.88
2011;G466911;19682309.51;84210405.08;1493161.93
2011;G466912;107692647.92;421325618.43;6861109.19
2011;G466913;62283612.09;218001149.11;3945604.51
2011;G466921;13064333.36;77388637.28;635709.77
2011;G466922;15139136.22;79914911.82;740815.73
2011;G466923;20605.43;2736446.5;36525.24
2011;G466930;7499515.17;42161215.88;319809.55
2011;G466931;4964927.93;22733052.14;261430.67
2011;G466940;407085.89;665422.3;22918.99
2011;G469000;1007386769.46;4393121325.81;78650402.43
2011;G471101;31829281.34;339451392.2;6054268.47
2011;G471102;339277462.64;1150127607.52;19465584.63
2011;G471900;95708655.95;229874495.85;8329511.89
2011;G472101;1211886.01;37129387.32;24133.4
2011;G472102;4692460.38;57626414.68;1823537.44
2011;G472103;0;0;0
2011;G472104;49054846.16;272619748.35;2920447.56
2011;G472105;1822308.57;3545826.08;43555.37
2011;G472106;3124810.75;31312800.51;165262.04
2011;G472109;46081642.84;105343734.2;1570424.38
2011;G472201;1513949.58;4365243.74;18314.66
2011;G472202;4510902.26;30045406.56;218174.76
2011;G472300;13653.94;0;0
2011;G473001;124382424.28;1701165113.29;4470397.81
2011;G473002;20951687.62;101170992.33;1497783.75
2011;G474111;27467672.68;81620245.22;1137704.71
2011;G474112;42370924.09;51528204.2;852188.59
2011;G474113;22690716.65;107107805.57;958430.93
2011;G474114;30026931.49;158497141.03;2501666.68
2011;G474115;109789540.25;149928279.48;9361096.6
2011;G474200;24020007.3;53325746.67;2964865.58
2011;G475101;6798770.12;20289003.14;310926.91
2011;G475102;715530.53;3496109.12;44042.45
2011;G475201;18403158.01;91875929.39;1420458.55
2011;G475202;775517.97;3997974.47;31181.55
2011;G475203;1311013.58;5874339.83;140157.5
2011;G475204;15411007.79;152365720.2;1032010.58
2011;G475205;1068177.89;4186878.79;22687.11
2011;G475209;1736736.74;9851284.03;190046.05
2011;G475301;813232.22;2478087.55;14046.47
2011;G475302;2335045.23;5511675.92;57987.56
2011;G475901;32814920.34;49157705.66;811545.88
2011;G475902;332354.51;131493.16;12213.65
2011;G475903;1800226.56;6334381.66;89539.55
2011;G475904;17954.52;15019.58;131.02
2011;G475905;138186362.78;525338170.9;13660735.66
2011;G475906;2476892.09;10543341.59;76363.48
2011;G475909;14307667.15;24953578.44;985931.61
2011;G476101;6796530.55;7992914.29;374224
2011;G476102;60484.77;106195.29;3997.34
2011;G476103;21329179.51;47731308.43;1490869.4
2011;G476200;100071.85;534877.41;2900.68
2011;G476300;2650859.24;7310992.36;117457.57
2011;G476400;628308.61;612874.93;4344.31
2011;G477111;66367640.68;112559228.5;2584465.33
2011;G477112;30613923.58;44814208.61;1253177
2011;G477121;20156205.92;35780708.06;1990974.23
2011;G477122;1404096.4;1415216.15;24855.64
2011;G477201;16760225.56;79283906.38;638614.83
2011;G477202;8335454.37;20313728.94;449583.99
2011;G477203;2728398.4;5992414.78;306408
2011;G477204;816359.61;2185718.77;14354.08
2011;G477205;68715202.3;101527876.32;8445302.73
2011;G477311;1078147.89;907461.68;22456.9
2011;G477312;8909910.22;5136550.35;156758.38
2011;G477321;706437.74;1067151.03;5929.43
2011;G477322;1401907.98;13556530.26;50368.01
2011;G477323;130047.67;2025612.91;3906.27
2011;G477391;9910415.46;5014332.24;25992.55
2011;G477393;152192.65;675194.43;2179.69
2011;G477394;3131587.38;4645804.53;175018.06
2011;G477395;785116.77;4894579.38;35893.44
2011;G477396;108576.27;200654.55;347.36
2011;G477399;1016452.17;1473347.22;20626.26
2011;G477402;328.81;0;0
2011;G477409;165520.7;102739.08;21117.52
2011;G478100;8470355.04;24261538.56;930513.99
2011;G478200;7643426.06;19261486.32;674584.12
2011;G478900;0;0;0
2011;G479100;3129005.96;1282026.1;48531.25
2011;G479901;779939.64;1104154.74;5643.45
2011;G479902;28256618.33;105878280.48;1115020.28
2011;G479903;818022.07;0;13595.36
2011;H492101;49474308.78;40098068.53;215313.54
2011;H492102;68880576.84;45144715.91;172935.66
2011;H492201;6926372.76;8370832.62;73667.33
2011;H492202;21037340.08;2768692.33;95809.19
2011;H492204;1554709.36;746865.98;12445.95
2011;H492205;14093205.67;12096702.38;130539.48
2011;H492206;0;0;0
2011;H492301;342087529.28;627131552.65;7038369.81
2011;H492302;1775083.37;777005.47;54245.2
2011;H492303;49956.86;0;0
2011;H492304;1187980.92;85995.77;6124.74
2011;H492305;16328814.17;49882122.73;265273.84
2011;H492306;3357785.13;540142.62;33930.88
2011;H493000;233974202.41;311213.34;6569935.55
2011;H501101;7181517.96;317616.06;75385.25
2011;H501102;358218.2;4093.4;371.53
2011;H501201;69617696.14;167010510.84;2674478.3
2011;H501202;2936991.89;9857623.4;367230.26
2011;H501203;0;0;0
2011;H502101;2407907.58;1785049.09;32956.94
2011;H502201;310391.87;273579.88;3806.73
2011;H511001;355007633.26;261210622.14;1087923.58
2011;H511002;18843964.36;65611387.8;344633.96
2011;H512001;146568234.36;28496426.86;1684739.01
2011;H512004;11622078.15;71186063.76;404035.77
2011;H512005;4830327.74;28593076.32;32683.43
2011;H521000;231039690.7;262909734.34;5221107.6
2011;H522101;17616776.57;53509261.84;2922928.44
2011;H522102;12439596.67;0;163722.19
2011;H522103;12290369.63;708322.33;219382.12
2011;H522200;16724409.49;9397492.7;2180048.05
2011;H522301;6074213.54;11064284.34;170174.11
2011;H522302;673145.62;471265.34;10971.93
2011;H522400;187975269.82;94501542.51;12399391.91
2011;H522901;24982870.38;13037966.28;1030115.94
2011;H522902;59972006.77;106532251.46;2239279.08
2011;H522903;79281439.65;166332985.92;1996080.84
2011;H522904;30859.83;87031.69;292.42
2011;H522905;725028.49;319187.69;2629.15
2011;H531000;72350361.03;10241548.85;1388066.87
2011;H531001;0;0;0
2011;H531002;3419067.97;634447.38;23775.05
2011;H532000;45674078.01;2158318.34;1165198.84
2011;I551001;116676914.82;115222392.84;5825559.65
2011;I551002;9709248.93;7312675.4;308236.69
2011;I551009;888632.94;879450.83;64060.34
2011;I552000;171067.42;42469.52;23929.49
2011;I559001;199996.65;0;20.16
2011;I561001;195935806.26;217721806.11;3867215.62
2011;I561002;12820156.2;40191178.42;461153.67
2011;I561003;2847873.19;2137327.35;75107.98
2011;I562100;24261598.16;74670480.92;990187.36
2011;I562901;6393832.41;18831227.14;915759.73
2011;I563001;3656478.02;19381001.14;71638.15
2011;I563002;11908317.15;34437587.52;482250.91
2011;J581101;13690313.81;15561447.44;225890.63
2011;J581301;81695662.21;92406926.84;1617183.06
2011;J581302;42903229.84;9817053.3;479296.9
2011;J581901;658.01;0;100.26
2011;J581902;279309.49;0;0
2011;J582000;462537.31;299034.1;9709.94
2011;J591100;9971834.26;8880343.79;529102.71
2011;J591201;33708.35;47332.34;1678.56
2011;J591300;11977679.11;130197.91;174741.49
2011;J591400;3766870.14;13611155.53;513657.48
2011;J592001;471375.61;1220131.38;14135.11
2011;J592003;723655.67;0;0
2011;J592005;334699.27;0;1835.72
2011;J601001;35819045.54;39909516.03;496310.03
2011;J601002;60501.18;0;2009.24
2011;J602001;66783004.65;38200349.7;2144987.77
2011;J602002;0;0;0
2011;J611001;16878174.97;41343664.18;1233365.42
2011;J611002;120982328.91;49664795.85;2079295.29
2011;J611003;515138.74;196385.38;0
2011;J611004;335630.85;35554.06;2144.47
2011;J612001;1413628277.56;509092940.93;160749727.83
2011;J612003;12077073.86;53555.9;405548.49
2011;J613001;68165633.56;39886717.88;2647209.72
2011;J613002;431947.81;0;4129.86
2011;J619001;1533211.48;3924925.46;99890.75
2011;J619002;161006.2;0;3507.11
2011;J619003;832301.13;1256635.33;20206.23
2011;J619004;6216;237650.78;0
2011;J619005;2827522.43;595492.64;29652.49
2011;J619006;278117.3;682093.23;39354.57
2011;J619009;25171356.82;34131414.45;1894813.88
2011;J620101;98949291.97;525447599.47;9328400.46
2011;J620102;355375.65;179282.23;9192.67
2011;J620210;8986364.01;3706001.32;247862.97
2011;J620220;711654.94;919291.27;14522.18
2011;J620901;24553797.32;75855447.45;1116052.28
2011;J620902;2641.08;7342.24;0
2011;J631101;14789.62;0;60.49
2011;J631102;16844769.21;6361117.36;827238.07
2011;J631103;190282.27;206997.66;10276.2
2011;J631104;3039005.16;8236517.24;470154.37
2011;J631200;1111964.44;137913.71;35032.72
2011;J639100;5073465.97;781048.13;16853.17
2011;J639900;15448.74;0;2234.54
2011;K641901;2305230827.15;36730504.71;72387589.47
2011;K641902;489843919.17;19084564.03;17325474.98
2011;K641903;47247189.72;0;250266.79
2011;K642000;81952646.23;2926885.01;2705170.7
2011;K643000;117608204.73;218369306.17;4139008.47
2011;K649100;0;0;0
2011;K649201;489243.8;345283.76;20013.57
2011;K649202;2812331.46;0;168258.55
2011;K649901;2254272.18;2489921.78;102106.84
2011;K649902;197890675.16;30226034.38;12324139.48
2011;K651100;608703587.02;93870969.88;9445325.01
2011;K651201;659100011.09;27166783.91;7418226.64
2011;K651202;60159939.3;40250677.7;1460572.72
2011;K652000;400865.3;0;7839.28
2011;K653000;13837402.15;3369649.97;393642.83
2011;K661100;43380283.38;727657.62;2459213.64
2011;K661201;251940.97;885367.07;3022.28
2011;K661202;2167747.75;220390.23;253414.58
2011;K661901;63978021.71;6199689.8;3693358.13
2011;K661902;177675.97;0;6150.01
2011;K661903;14419949.95;136.87;908241.53
2011;K662100;45728024.76;725525.06;567947.15
2011;K662200;199333035.76;1268346.73;6634029.56
2011;K662900;1108043.39;0;101235.52
2011;K663000;219329350.11;141214320.38;13057701.79
2011;L681001;232330719.89;385567332.07;20002641.97
2011;L681002;12.65;0;4.24
2011;L681003;7156158.37;36400215.08;547827.03
2011;L681004;18304925.16;1188616.83;234278.95
2011;L682001;28686.54;11.9;3.09
2011;L682002;114015415.42;161279213.27;8488211.22
2011;L682003;662191535.62;660466130.21;17654085.04
2011;L682004;3610434.43;471451.36;116598.25
2011;M691001;20055679.93;2753531.91;849709.23
2011;M691002;7578.68;0;0
2011;M691009;76766795.78;7960930.37;3228830.52
2011;M692001;4811268.61;0;3620467.79
2011;M692002;949070.64;148241.99;24403.45
2011;M692003;6837149.65;2114332.91;386737.91
2011;M692004;2244099.24;0;2279.89
2011;M692009;67560698.85;13135678.38;1654456.49
2011;M701000;181059615.24;160952377.98;4746660.28
2011;M702001;14464290.7;12186839.93;464836.71
2011;M702002;689645.09;125580.2;270001.86
2011;M702003;275625327.35;160728915.64;10172326.38
2011;M702004;320433788.72;76418636.51;6092066.51
2011;M711011;30542225.35;52345700.29;1462961
2011;M711012;427611.77;186823.11;10528.78
2011;M711021;3122652.12;4125338.59;48238.74
2011;M711022;216217187.36;685123559.28;16856284.77
2011;M711023;59538.94;0;479.04
2011;M711024;50234324.28;88755993.26;2845591.42
2011;M711025;7391500.63;4143595.36;126967.21
2011;M711026;260450.29;793359.72;64964.88
2011;M711027;1539453.83;4367143.51;77580.48
2011;M711029;1002924.82;1548830.23;37349.32
2011;M711031;6948805.83;5586659.26;108548.41
2011;M711032;8814061.88;592680.64;36032.56
2011;M711033;19378935.42;403414.6;173543.94
2011;M711034;7470949.31;28607755.43;4114310.54
2011;M711090;530173.51;575429.06;24873.66
2011;M712011;9231372.47;643157.33;214716.06
2011;M712012;7532002.93;653108.33;164589.87
2011;M712013;390195.47;456086.91;12686.32
2011;M712014;34633.75;600704.21;29559.73
2011;M712015;4605190.29;6595571.93;489546
2011;M712016;1181559.16;183454.43;20890.48
2011;M712091;1532833.15;281932.19;52678.58
2011;M712092;6337539.04;651508.04;524487.25
2011;M712093;235323.43;262093.04;6096.85
2011;M712099;0;0;0
2011;M721014;14174.41;26661.47;2322.63
2011;M721021;2756489.64;992036.14;18527.41
2011;M721022;3073041.5;572184.33;12413.63
2011;M721023;2540921.05;521810.55;8767.78
2011;M721024;178808.97;196460.65;2919.93
2011;M721025;8809779.75;1131063.96;14229.36
2011;M721026;847404.73;0;16183.07
2011;M721027;3240111.84;2582330.96;13482.84
2011;M721029;869587.18;0;0
2011;M722001;9042862.89;1209386.8;34780.15
2011;M722002;904613.03;20004.94;2462.73
2011;M722003;1198408.17;355414.83;20188.55
2011;M722004;156417.21;390.32;15791.57
2011;M722005;0;0;0
2011;M722009;480274.78;0;0
2011;M731001;20230045.64;43852378.29;837330.11
2011;M731002;133894342.85;216093818.78;4074790.25
2011;M731003;9422781.44;7257995.32;832916.62
2011;M731004;46467959.64;39253262.22;1593789.28
2011;M731009;7231315.86;1247725.98;304799.73
2011;M732001;6230888.22;1237157.49;252839.45
2011;M732002;6016013.89;2281369.37;344136.48
2011;M741001;2059100.11;2794420.18;50741.38
2011;M741002;379312.93;874992.78;6320.39
2011;M741003;1977.47;0;432.29
2011;M741004;3541116.77;4610637.1;66544.33
2011;M741009;17138.27;132412;1956.52
2011;M742001;5537711.42;5385664.98;126905.31
2011;M742002;72548.91;0;0
2011;M742003;0;0;0
2011;M742004;752185.91;12303.67;23760.28
2011;M742009;154498.87;88847.11;5274.36
2011;M749010;9527237.53;8988348.01;451101.99
2011;M749011;786050.27;806308.67;16748.85
2011;M749012;2642290.21;965257.31;59764.34
2011;M749016;19830759.07;20991059.32;841607.3
2011;M749019;0;2104.88;0
2011;M749021;3271022.08;3551418.41;87348.44
2011;M749022;860687.9;0;18475.78
2011;M749023;4776997.51;3596523.06;277843.42
2011;M749024;1090219.68;1109268.6;239.66
2011;M749029;6768627.66;9462349.45;401243.74
2011;M749090;3741474.43;340983.77;66641.21
2011;M750001;24255.78;11991.8;0
2011;M750002;696440.09;326532.82;16720.2
2011;M750003;876918.16;2299427.8;13113.23
2011;M750004;31041.82;69320.8;2470.56
2011;N771000;23565210.98;7874814.67;1145098.06
2011;N772101;828.35;0;5.2
2011;N772103;1886912.68;9151636.24;115071.94
2011;N772104;197447.9;23236.26;2341.59
2011;N772200;5181738.15;562152.59;317458.3
2011;N772901;195538.09;0;1890.27
2011;N772902;518206.29;310227.27;26547.13
2011;N772903;13908.66;8043.77;43.73
2011;N772909;630453.07;2860924.37;34246.72
2011;N773011;11537103.64;19839379.83;498070.93
2011;N773012;3987551.76;6083144.24;104142.7
2011;N773013;1157843.59;970496.87;63588.36
2011;N773014;1039580.22;2228263.9;73781.19
2011;N773015;8174351.26;17487619.61;441640.87
2011;N773016;25038781.01;11557428.1;184885.33
2011;N773019;1836286.98;2579825.91;263430.34
2011;N773021;0;0;0
2011;N773023;35329;47242.58;126.15
2011;N773024;950776.11;504008.36;5257.07
2011;N773032;4031849.94;307666.5;140287.99
2011;N774001;108688.14;0;790964.72
2011;N774002;750606.1;3638529.95;108086.6
2011;N774003;205044.24;297709.79;12968.42
2011;N781000;13154176.03;6316632.18;367377.76
2011;N782000;6157906.78;9487834;272749.12
2011;N783000;978186.93;1757016.09;13277.12
2011;N791100;184848262.68;142843336.73;5110415.39
2011;N791200;25644799.35;39175269.14;956316.39
2011;N799001;4047627.04;2764929.88;88472.83
2011;N799003;21612.16;32978;331.39
2011;N799004;7848978.97;8216655.76;532638.86
2011;N799005;552865.67;36291.28;5079.58
2011;N801001;52372531.54;43293856.99;1183979.71
2011;N801002;411749.93;0;11724.36
2011;N801003;243491289.94;158151967.42;5635378.54
2011;N801004;8618588.03;8778625.23;180911.18
2011;N801005;2493452.88;0;1913.67
2011;N801009;1527886.86;818439.8;22001.69
2011;N802001;5759850.19;28570735.58;386034.81
2011;N803000;126632.39;19134.06;0
2011;N811000;1531774.91;2046381.14;27968.54
2011;N812100;2857326.47;5335380.24;163137.06
2011;N812911;54739544.26;20879072.55;1057933.81
2011;N812912;3290507.41;1537214.11;74022.96
2011;N812991;605199.29;2076088.47;35371.19
2011;N812994;5516020.5;5365035.42;315537.09
2011;N812995;2348641.59;4999047.63;149466.11
2011;N813011;41456.81;0;0
2011;N813012;248635.31;256717.47;1804.14
2011;N813022;0;0;0
2011;N821100;36359980.78;130864704.95;4182244.62
2011;N821901;41240408.69;30438502.24;1655613.03
2011;N821903;140783.45;813557.31;7702.12
2011;N821909;430786.15;24273.7;220.39
2011;N822001;16244306.68;20495838.64;399256.26
2011;N822002;3476845.44;0;34216.5
2011;N823000;21704617.29;19131264.91;737188.43
2011;N829101;16676549.82;12024905.57;1009079.41
2011;N829102;2495798.75;254127.97;60811.05
2011;N829201;14282549.15;22578324.66;383109.48
2011;N829202;319110.59;0;5976.83
2011;N829209;927525.52;7387367.47;148937.26
2011;N829903;171457.85;0;38195.83
2011;O841101;12832631.58;3306368.8;396.37
2011;O841102;798608.59;0;62690.66
2011;O841103;4547832.16;388529.96;37057.61
2011;O841104;11434008.93;379817.31;15299.82
2011;O841106;549038.38;60757.35;4210.49
2011;O841107;18871253.19;487188.68;59422.65
2011;O841211;20092559.49;3594962.91;81242.91
2011;O841212;12506831.92;2622149.76;7557.07
2011;O841213;17791804.23;1150695.88;181802.71
2011;O841214;41176099.46;13963235.7;418012.95
2011;O841215;4096461.38;7419525.37;6003.77
2011;O841216;0;0;0
2011;O841217;28404098.91;4151291.78;216047.84
2011;O841220;257751.48;126805.69;1632.11
2011;O841291;27457816.66;10451642.74;35431.79
2011;O841292;5013784.75;15435240.44;162134.08
2011;O841311;560163.9;1735818.25;18310.06
2011;O841313;47338931.63;16984095.73;479038.71
2011;O841314;1973995.66;35897.68;25121.6
2011;O841315;43685206.54;1128623.19;19270.08
2011;O841317;61098409.24;15853002.21;534652.17
2011;O841318;29877940.19;43882826.46;540105.37
2011;O841392;400.01;180257.72;1994.71
2011;O842101;1051970.14;301839.62;857.94
2011;O842102;10641175.55;40733.93;10012.12
2011;O842103;1123556.99;0;0
2011;O842201;630365327.69;0;24
2011;O842203;0;0;0
2011;O842204;0;20;2.4
2011;O842301;1172807.04;13651280.61;0
2011;O842302;5542423.64;182936.92;504.16
2011;O842303;129092.03;0;9432.17
2011;O842304;7858.12;0;0
2011;O842305;71300.26;15125.28;29.38
2011;O843000;7246601.85;31185.54;42849.61
2011;O843001;274131576.79;638506.26;1247.93
2011;P851011;97233484.8;4477617.84;863507.84
2011;P851012;2754515.3;835282.72;1254.73
2011;P851021;220142928.81;28072895.43;1034635.72
2011;P851023;164218.18;0;0
2011;P851024;216867.9;0;0
2011;P852101;160853609.53;17405263.21;503667.16
2011;P852102;2228921.04;25338.69;1719.02
2011;P852103;1015819.77;121518.97;0
2011;P852201;27613521.89;3303809.4;87492.66
2011;P852202;333064.85;0;29871.4
2011;P852204;453508.75;469728.27;0
2011;P852205;0;0;0
2011;P853001;735390.88;35310.78;0
2011;P853002;722524168.21;16561610.65;1870484.37
2011;P853003;0;0;0
2011;P854103;0;0;0
2011;P854109;280.34;0;0
2011;P854202;650901.63;140371.16;0
2011;P854203;152186.74;40074.82;1650.1
2011;P854911;2998613.01;4137110.53;88956.8
2011;P854913;3620720.47;348312.26;29354.71
2011;P854915;1976583.89;585278.16;0
2011;P854916;205940.47;0;6
2011;P854917;36192.54;0;0
2011;P854991;985257.83;46620.38;12076.29
2011;P854994;90161634.56;22446554.25;943266.74
2011;P855000;280645.83;191615.8;15688.04
2011;Q861001;34140166.77;18187599.83;522172.6
2011;Q861002;32697943.05;35265970.53;805239.52
2011;Q861003;228683262.85;309704234.09;4558661.88
2011;Q861004;15617705.44;11881873.43;541534.74
2011;Q862001;286862822.55;248583576.36;7804182.93
2011;Q862002;12081338.19;4541527.99;180568.55
2011;Q862005;1819148.71;11824.44;19649.9
2011;Q869011;2467583.98;575130.83;48459.27
2011;Q869012;351312.03;0;0
2011;Q869013;2213613.71;341510.29;21254.53
2011;Q869017;263690.33;10476.49;1935.19
2011;Q869018;0;583.78;0
2011;Q869021;7896284.37;3723093.99;185388.3
2011;Q869022;48414595.63;41894102.94;2015652.28
2011;Q869091;35893493.46;1830024.17;3907996.54
2011;Q869092;5780801.04;1598217.75;0
2011;Q871001;239656.87;46244.91;0
2011;Q871002;746435.31;613923.89;5760.14
2011;Q871003;3189023.75;1004436.87;23459.06
2011;Q872001;815380.17;32659.79;4018.9
2011;Q872002;11043058.86;1500352.63;3191.57
2011;Q872003;53.52;0;0
2011;Q873002;6464307.81;650073.98;3601.57
2011;Q879001;82826833.34;27250852.14;103272.07
2011;Q879002;0;0;0
2011;Q881000;53370798.66;6065859.64;14703.98
2011;Q889001;1937861.58;962661.48;2881.92
2011;Q889003;16060297.01;502595.11;9565.98
2011;Q889004;75098693.57;28774296.84;158758.15
2011;Q889005;305837.29;12525.28;0
2011;Q889009;26226464.06;35155805.86;67.42
2011;Q889010;6667486.61;9021.45;3726.34
2011;R900001;3593271.36;1220638.61;72441.34
2011;R900002;610629.25;75156.94;8475.74
2011;R900004;388771.45;142471.29;7953.11
2011;R910100;3161278.56;1555236.42;57106.31
2011;R910200;1496250.06;810748.68;18816.48
2011;R910301;394315.49;36254.4;4659.86
2011;R910302;507227.16;53161.36;0
2011;R920002;17752586.58;5366117.32;285926.25
